,Date,Period,EpexHourly,SpotPrice,SystemPrice,ImbalanceVolume,Temp,NextSystemPrice
26353,08/10/2020,2,44.99,41.56,29.54,-112.3348,12.5,57.8
26354,08/10/2020,3,41.0,30.87,57.8,187.7728,12.5,57.8
26355,08/10/2020,4,41.0,20.5,57.8,291.9195,12.5,57.5
26356,08/10/2020,5,27.16,9.22,57.5,126.8201,12.5,19.99
26357,08/10/2020,6,27.16,5.49,19.99,-153.6287,12.5,17.95018
26358,08/10/2020,7,25.14,20.18,17.95018,-206.25,12.5,7.0
26359,08/10/2020,8,25.14,37.47,7.0,-365.5788,12.5,0.55
26360,08/10/2020,9,35.14,37.55,0.55,-488.901,12.5,0.0
26361,08/10/2020,10,35.14,38.0,0.0,-718.1995,12.5,0.5
26362,08/10/2020,11,45.0,25.28,0.5,-221.7318,12.5,4.5
26363,08/10/2020,12,45.0,45.67,4.5,-108.9792,12.5,4.5
26364,08/10/2020,13,47.28,52.83,4.5,-325.866,12.5,10.0
26365,08/10/2020,14,47.28,51.25,10.0,-399.2094,12.5,50.91
26366,08/10/2020,15,53.13,52.74,50.91,52.0858,12.5,58.9
26367,08/10/2020,16,53.13,56.71,58.9,604.3486,12.5,61.48598
26368,08/10/2020,17,56.0,54.34,61.48598,189.6697,12.5,62.0
26369,08/10/2020,18,56.0,51.74,62.0,293.5117,12.5,62.0
26370,08/10/2020,19,52.0,46.63,62.0,292.5508,12.5,58.9
26371,08/10/2020,20,52.0,39.99,58.9,235.7771,12.5,62.0
26372,08/10/2020,21,48.0,36.57,62.0,367.3411,12.5,58.9
26373,08/10/2020,22,48.0,35.55,58.9,100.775,12.5,26.16
26374,08/10/2020,23,39.02,39.73,26.16,-187.3222,12.5,26.01
26375,08/10/2020,24,39.02,43.39,26.01,-587.6436,12.5,26.25
26376,08/10/2020,25,34.99,37.67,26.25,-108.6841,12.5,58.9
26377,08/10/2020,26,34.99,37.03,58.9,128.6806,12.5,58.9
26378,08/10/2020,27,34.95,44.08,58.9,338.3672,12.5,58.9
26379,08/10/2020,28,34.95,47.5,58.9,158.2505,12.5,58.9
26380,08/10/2020,29,34.97,45.59,58.9,225.9749,12.5,58.9
26381,08/10/2020,30,34.97,55.26,58.9,395.2834,12.5,58.9
26382,08/10/2020,31,38.5,58.46,58.9,152.2399,12.5,63.95
26383,08/10/2020,32,38.5,63.82,63.95,321.5571,12.5,27.51
26384,08/10/2020,33,49.21,67.05,27.51,-4.7908,12.5,27.56
26385,08/10/2020,34,49.21,70.79,27.56,-144.3282,12.5,63.95
26386,08/10/2020,35,64.01,88.67,63.95,33.4788,12.5,65.5
26387,08/10/2020,36,64.01,109.22,65.5,533.695,12.5,69.5
26388,08/10/2020,37,68.0,117.79,69.5,768.2051,12.5,195.17488
26389,08/10/2020,38,68.0,79.06,195.17488,1810.9522,12.5,200.0
26390,08/10/2020,39,55.0,62.07,200.0,1483.7942,12.5,170.0
26391,08/10/2020,40,55.0,38.81,170.0,855.3453,12.5,105.0
26392,08/10/2020,41,50.79,46.95,105.0,459.9859,12.5,64.75
26393,08/10/2020,42,50.79,45.47,64.75,67.478,12.5,65.5
26394,08/10/2020,43,41.99,53.47,65.5,167.9602,12.5,63.95
26395,08/10/2020,44,41.99,54.86,63.95,35.2534,12.5,46.59013
26396,08/10/2020,45,52.19,47.06,46.59013,35.9467,12.5,52.5
26397,08/10/2020,46,52.19,41.78,52.5,167.7276,12.5,54.0
26398,08/10/2020,47,41.74,29.97,54.0,305.6068,12.5,52.5
26399,08/10/2020,48,41.74,28.74,52.5,34.9027,12.5,29.92
26400,09/10/2020,1,32.77,32.67,29.92,-31.6752,12.4,29.71
26401,09/10/2020,2,32.77,24.72,29.71,-53.1211,12.4,33.74924
26402,09/10/2020,3,29.36,27.34,33.74924,-3.7892,12.4,28.22
26403,09/10/2020,4,29.36,22.5,28.22,-233.6436,12.4,31.1
26404,09/10/2020,5,27.59,25.68,31.1,-52.8087,12.4,26.55
26405,09/10/2020,6,27.59,26.66,26.55,-221.1712,12.4,27.55
26406,09/10/2020,7,30.21,36.35,27.55,-217.2109,12.4,26.04
26407,09/10/2020,8,30.21,41.93,26.04,-279.3331,12.4,26.83
26408,09/10/2020,9,40.94,48.68,26.83,-139.6982,12.4,27.21
26409,09/10/2020,10,40.94,44.01,27.21,-230.1666,12.4,37.65
26410,09/10/2020,11,48.07,45.57,37.65,-119.1894,12.4,53.95
26411,09/10/2020,12,48.07,60.58,53.95,122.092,12.4,49.9
26412,09/10/2020,13,58.0,51.37,49.9,136.0911,12.4,37.0
26413,09/10/2020,14,58.0,53.32,37.0,92.384,12.4,59.6
26414,09/10/2020,15,56.0,51.25,59.6,138.9456,12.4,60.4
26415,09/10/2020,16,56.0,43.94,60.4,576.135,12.4,60.0
26416,09/10/2020,17,54.9,46.25,60.0,347.5882,12.4,60.0
26417,09/10/2020,18,54.9,42.16,60.0,296.2506,12.4,64.5
26418,09/10/2020,19,46.72,38.58,64.5,309.9514,12.4,62.0
26419,09/10/2020,20,46.72,36.43,62.0,157.9865,12.4,28.55
26420,09/10/2020,21,44.1,34.76,28.55,-110.319,12.4,28.55
26421,09/10/2020,22,44.1,37.08,28.55,-121.1374,12.4,28.55
26422,09/10/2020,23,43.45,38.62,28.55,-354.4301,12.4,28.55
26423,09/10/2020,24,43.45,37.89,28.55,-268.6234,12.4,28.55
26424,09/10/2020,25,41.77,42.35,28.55,-59.8474,12.4,28.55
26425,09/10/2020,26,41.77,39.46,28.55,-2.0653,12.4,28.55
26426,09/10/2020,27,36.59,36.96,28.55,-79.323,12.4,59.5
26427,09/10/2020,28,36.59,36.93,59.5,441.3061,12.4,35.0
26428,09/10/2020,29,37.41,43.17,35.0,10.1044,12.4,53.75
26429,09/10/2020,30,37.41,47.47,53.75,105.919,12.4,27.5
26430,09/10/2020,31,40.8,39.64,27.5,-200.4623,12.4,28.55
26431,09/10/2020,32,40.8,39.21,28.55,-157.0753,12.4,62.0
26432,09/10/2020,33,49.8,50.57,62.0,182.3529,12.4,64.0
26433,09/10/2020,34,49.8,57.67,64.0,58.3179,12.4,28.55
26434,09/10/2020,35,62.0,54.66,28.55,-195.8628,12.4,28.55
26435,09/10/2020,36,62.0,50.89,28.55,-143.1616,12.4,64.0
26436,09/10/2020,37,59.95,45.7,64.0,33.7845,12.4,65.0
26437,09/10/2020,38,59.95,41.77,65.0,225.3582,12.4,65.5
26438,09/10/2020,39,43.06,39.46,65.5,564.5665,12.4,59.75
26439,09/10/2020,40,43.06,38.7,59.75,15.079,12.4,28.61
26440,09/10/2020,41,41.99,48.84,28.61,-47.7993,12.4,28.61
26441,09/10/2020,42,41.99,47.34,28.61,-42.3215,12.4,59.75
26442,09/10/2020,43,40.9,52.9,59.75,73.1289,12.4,62.0
26443,09/10/2020,44,40.9,33.19,62.0,49.0594,12.4,62.0
26444,09/10/2020,45,37.22,40.43,62.0,381.6355,12.4,62.0
26445,09/10/2020,46,37.22,30.92,62.0,194.3879,12.4,32.15
26446,09/10/2020,47,30.1,27.44,32.15,-67.239,12.4,30.56
26447,09/10/2020,48,30.1,27.53,30.56,-329.5321,12.4,26.18
26448,10/10/2020,1,29.45,44.98,26.18,-280.9514,12.3,0.0
26449,10/10/2020,2,29.45,39.27,0.0,-397.4704,12.3,27.66
26450,10/10/2020,3,27.15,49.15,27.66,-41.7186,12.3,58.5
26451,10/10/2020,4,27.15,33.6,58.5,181.8598,12.3,60.5
26452,10/10/2020,5,25.18,43.75,60.5,355.643,12.3,58.5
26453,10/10/2020,6,25.18,35.49,58.5,170.652,12.3,58.0
26454,10/10/2020,7,24.62,29.75,58.0,71.5565,12.3,58.5
26455,10/10/2020,8,24.62,29.97,58.5,153.6736,12.3,60.5
26456,10/10/2020,9,25.18,5.54,60.5,258.2776,12.3,58.0
26457,10/10/2020,10,25.18,29.2,58.0,20.4145,12.3,0.0
26458,10/10/2020,11,29.45,29.78,0.0,-239.2601,12.3,0.0
26459,10/10/2020,12,29.45,40.02,0.0,-283.4675,12.3,0.0
26460,10/10/2020,13,34.04,48.7,0.0,-416.6515,12.3,57.95
26461,10/10/2020,14,34.04,50.7,57.95,42.4877,12.3,31.56
26462,10/10/2020,15,43.68,59.15,31.56,-45.3558,12.3,59.5
26463,10/10/2020,16,43.68,58.89,59.5,168.8136,12.3,33.45
26464,10/10/2020,17,52.59,56.9,33.45,-26.2613,12.3,33.45
26465,10/10/2020,18,52.59,56.12,33.45,-15.9896,12.3,59.5
26466,10/10/2020,19,49.44,56.09,59.5,268.8797,12.3,63.4
26467,10/10/2020,20,49.44,46.43,63.4,676.9948,12.3,60.0
26468,10/10/2020,21,46.0,40.08,60.0,658.9388,12.3,59.5
26469,10/10/2020,22,46.0,39.65,59.5,425.2777,12.3,59.4
26470,10/10/2020,23,46.09,47.82,59.4,133.2516,12.3,53.5
26471,10/10/2020,24,46.09,37.98,53.5,8.4916,12.3,58.5
26472,10/10/2020,25,42.0,34.16,58.5,24.6421,12.3,42.51
26473,10/10/2020,26,42.0,31.93,42.51,-49.0148,12.3,58.5
26474,10/10/2020,27,39.38,36.75,58.5,51.247,12.3,24.27012
26475,10/10/2020,28,39.38,38.96,24.27012,-116.7653,12.3,27.11
26476,10/10/2020,29,38.0,42.24,27.11,-247.0402,12.3,26.2504
26477,10/10/2020,30,38.0,45.86,26.2504,-305.7999,12.3,33.14
26478,10/10/2020,31,39.97,45.81,33.14,-21.0304,12.3,29.31
26479,10/10/2020,32,39.97,58.23,29.31,-144.3225,12.3,31.11
26480,10/10/2020,33,55.01,66.39,31.11,-135.2705,12.3,59.4
26481,10/10/2020,34,55.01,70.56,59.4,65.7497,12.3,28.55
26482,10/10/2020,35,69.4,68.01,28.55,-168.6529,12.3,65.75
26483,10/10/2020,36,69.4,59.85,65.75,250.0134,12.3,28.55
26484,10/10/2020,37,67.11,52.1,28.55,-14.0268,12.3,68.0
26485,10/10/2020,38,67.11,39.3,68.0,506.1459,12.3,68.0
26486,10/10/2020,39,56.77,50.05,68.0,765.14,12.3,68.0
26487,10/10/2020,40,56.77,55.42,68.0,379.7726,12.3,65.75
26488,10/10/2020,41,47.1,50.39,65.75,197.6723,12.3,65.75
26489,10/10/2020,42,47.1,51.86,65.75,128.0407,12.3,58.5
26490,10/10/2020,43,40.93,52.41,58.5,169.8043,12.3,58.5
26491,10/10/2020,44,40.93,40.38,58.5,280.1776,12.3,58.25
26492,10/10/2020,45,50.3,35.53,58.25,369.3243,12.3,57.95
26493,10/10/2020,46,50.3,23.61,57.95,489.7216,12.3,57.7
26494,10/10/2020,47,36.98,41.4,57.7,177.504,12.3,28.37
26495,10/10/2020,48,36.98,31.08,28.37,-28.56,12.3,24.7025
26496,11/10/2020,1,36.53,35.12,24.7025,-101.4687,12.1,24.66
26497,11/10/2020,2,36.53,39.21,24.66,-117.0498,12.1,24.03
26498,11/10/2020,3,32.0,38.78,24.03,-56.8508,12.1,57.0
26499,11/10/2020,4,32.0,23.61,57.0,107.8354,12.1,57.25
26500,11/10/2020,5,24.98,21.76,57.25,423.0693,12.1,57.0
26501,11/10/2020,6,24.98,17.97,57.0,213.3606,12.1,21.38
26502,11/10/2020,7,24.3,12.92,21.38,-353.5808,12.1,21.25
26503,11/10/2020,8,24.3,18.02,21.25,-391.3626,12.1,21.77
26504,11/10/2020,9,26.43,27.51,21.77,-335.4417,12.1,20.3904
26505,11/10/2020,10,26.43,30.55,20.3904,-452.2258,12.1,22.59
26506,11/10/2020,11,36.0,34.46,22.59,-401.5833,12.1,22.76
26507,11/10/2020,12,36.0,43.67,22.76,-330.2591,12.1,25.57
26508,11/10/2020,13,32.0,36.96,25.57,-361.8794,12.1,26.49
26509,11/10/2020,14,32.0,36.41,26.49,-41.1381,12.1,57.0
26510,11/10/2020,15,42.72,40.81,57.0,147.443,12.1,57.0
26511,11/10/2020,16,42.72,42.74,57.0,138.1587,12.1,36.92
26512,11/10/2020,17,45.76,30.81,36.92,-64.9116,12.1,36.48
26513,11/10/2020,18,45.76,35.06,36.48,-127.8825,12.1,40.27
26514,11/10/2020,19,46.0,36.48,40.27,-114.0548,12.1,41.36
26515,11/10/2020,20,46.0,38.2,41.36,-64.8343,12.1,35.13
26516,11/10/2020,21,41.4,43.14,35.13,-26.833,12.1,36.73
26517,11/10/2020,22,41.4,46.09,36.73,-22.1208,12.1,31.66
26518,11/10/2020,23,50.0,46.96,31.66,-15.7909,12.1,56.95
26519,11/10/2020,24,50.0,40.82,56.95,37.171,12.1,56.95
26520,11/10/2020,25,46.92,43.61,56.95,186.4938,12.1,56.95
26521,11/10/2020,26,46.92,32.62,56.95,73.6945,12.1,57.0
26522,11/10/2020,27,45.87,28.7,57.0,278.5172,12.1,56.95
26523,11/10/2020,28,45.87,38.31,56.95,81.3029,12.1,8.05
26524,11/10/2020,29,40.38,42.02,8.05,-74.5194,12.1,10.0
26525,11/10/2020,30,40.38,35.43,10.0,-170.8841,12.1,27.0
26526,11/10/2020,31,48.0,35.89,27.0,-172.1182,12.1,56.95
26527,11/10/2020,32,48.0,45.19,56.95,155.5914,12.1,56.95
26528,11/10/2020,33,55.9,53.62,56.95,237.3973,12.1,27.0
26529,11/10/2020,34,55.9,60.21,27.0,-68.7629,12.1,65.0
26530,11/10/2020,35,71.94,63.64,65.0,96.8599,12.1,66.0
26531,11/10/2020,36,71.94,59.95,66.0,324.727,12.1,66.0
26532,11/10/2020,37,70.02,56.8,66.0,383.6648,12.1,66.0
26533,11/10/2020,38,70.02,38.18,66.0,304.0676,12.1,66.0
26534,11/10/2020,39,53.52,41.37,66.0,442.0602,12.1,65.0
26535,11/10/2020,40,53.52,39.82,65.0,79.1871,12.1,65.5
26536,11/10/2020,41,42.0,45.07,65.5,156.8642,12.1,66.0
26537,11/10/2020,42,42.0,41.98,66.0,174.1789,12.1,58.0
26538,11/10/2020,43,39.91,47.06,58.0,179.8057,12.1,57.95
26539,11/10/2020,44,39.91,48.6,57.95,168.5905,12.1,56.25
26540,11/10/2020,45,40.4,36.88,56.25,81.6744,12.1,27.0
26541,11/10/2020,46,40.4,29.3,27.0,-0.7186,12.1,56.19
26542,11/10/2020,47,34.99,45.59,56.19,60.7935,12.1,56.19
26543,11/10/2020,48,34.99,50.93,56.19,83.6916,12.1,56.5
26544,12/10/2020,1,40.7,51.55,56.5,178.4731,12.0,56.19
26545,12/10/2020,2,40.7,43.43,56.19,165.2566,12.0,56.19
26546,12/10/2020,3,37.56,32.81,56.19,155.6906,12.0,57.0
26547,12/10/2020,4,37.56,37.74,57.0,225.1123,12.0,56.19
26548,12/10/2020,5,36.13,37.92,56.19,125.216,12.0,56.0
26549,12/10/2020,6,36.13,24.41,56.0,13.5485,12.0,19.0
26550,12/10/2020,7,33.42,44.49,19.0,-210.168,12.0,26.18
26551,12/10/2020,8,33.42,37.77,26.18,-14.8916,12.0,55.0
26552,12/10/2020,9,41.2,54.85,55.0,74.0101,12.0,25.4704
26553,12/10/2020,10,41.2,45.13,25.4704,-54.2982,12.0,56.19
26554,12/10/2020,11,50.2,60.33,56.19,78.534,12.0,13.0
26555,12/10/2020,12,50.2,70.63,13.0,-224.0271,12.0,56.19
26556,12/10/2020,13,56.82,54.79,56.19,197.9454,12.0,27.0
26557,12/10/2020,14,56.82,59.48,27.0,-29.544,12.0,27.0
26558,12/10/2020,15,59.05,55.24,27.0,-173.4436,12.0,67.8
26559,12/10/2020,16,59.05,57.17,67.8,194.1382,12.0,72.0
26560,12/10/2020,17,54.37,58.46,72.0,67.6896,12.0,67.92171
26561,12/10/2020,18,54.37,49.89,67.92171,6.4973,12.0,72.0
26562,12/10/2020,19,50.09,36.05,72.0,235.191,12.0,72.0
26563,12/10/2020,20,50.09,60.75,72.0,181.3322,12.0,27.0
26564,12/10/2020,21,48.0,58.95,27.0,-27.9946,12.0,77.38
26565,12/10/2020,22,48.0,43.79,77.38,254.5006,12.0,77.38
26566,12/10/2020,23,46.0,32.6,77.38,263.3235,12.0,77.38
26567,12/10/2020,24,46.0,29.47,77.38,138.475,12.0,27.25
26568,12/10/2020,25,42.68,31.82,27.25,-13.6821,12.0,25.31
26569,12/10/2020,26,42.68,30.06,25.31,-202.5118,12.0,25.37
26570,12/10/2020,27,43.11,36.83,25.37,-650.2977,12.0,25.45
26571,12/10/2020,28,43.11,44.73,25.45,-841.9847,12.0,25.5
26572,12/10/2020,29,42.3,41.97,25.5,-393.73,12.0,25.5
26573,12/10/2020,30,42.3,47.6,25.5,-367.2537,12.0,66.22
26574,12/10/2020,31,49.96,45.86,66.22,193.6977,12.0,64.82
26575,12/10/2020,32,49.96,41.47,64.82,61.8094,12.0,26.0
26576,12/10/2020,33,60.8,42.2,26.0,-56.303,12.0,70.95
26577,12/10/2020,34,60.8,43.31,70.95,28.3858,12.0,75.66
26578,12/10/2020,35,73.21,44.71,75.66,17.0545,12.0,25.71
26579,12/10/2020,36,73.21,48.71,25.71,-470.6426,12.0,25.71
26580,12/10/2020,37,67.0,46.71,25.71,-614.5564,12.0,25.0
26581,12/10/2020,38,67.0,39.53,25.0,-363.4801,12.0,25.71
26582,12/10/2020,39,44.72,40.77,25.71,-326.8996,12.0,26.0
26583,12/10/2020,40,44.72,35.54,26.0,-306.3172,12.0,26.1
26584,12/10/2020,41,41.48,36.33,26.1,-253.9307,12.0,26.0
26585,12/10/2020,42,41.48,38.82,26.0,-459.28,12.0,26.1
26586,12/10/2020,43,34.0,20.15,26.1,-89.2011,12.0,26.0
26587,12/10/2020,44,34.0,23.81,26.0,-220.7729,12.0,58.4
26588,12/10/2020,45,40.42,33.43,58.4,42.4954,12.0,59.5
26589,12/10/2020,46,40.42,35.11,59.5,215.6198,12.0,26.25
26590,12/10/2020,47,36.89,41.93,26.25,-97.6077,12.0,23.76
26591,12/10/2020,48,36.89,38.81,23.76,-102.9249,12.0,58.35
26592,13/10/2020,1,41.0,35.5,58.35,58.1183,11.9,57.0
26593,13/10/2020,2,41.0,38.18,57.0,46.2201,11.9,24.91
26594,13/10/2020,3,41.7,50.83,24.91,-238.5126,11.9,24.91
26595,13/10/2020,4,41.7,46.84,24.91,-222.7935,11.9,24.91
26596,13/10/2020,5,36.0,39.72,24.91,-194.9251,11.9,56.9
26597,13/10/2020,6,36.0,39.25,56.9,48.1994,11.9,57.0
26598,13/10/2020,7,33.59,56.13,57.0,201.21,11.9,27.38
26599,13/10/2020,8,33.59,50.11,27.38,-60.4139,11.9,29.22
26600,13/10/2020,9,43.6,59.17,29.22,-78.8492,11.9,29.9
26601,13/10/2020,10,43.6,57.57,29.9,-20.8838,11.9,63.0
26602,13/10/2020,11,51.23,68.53,63.0,622.8521,11.9,60.0
26603,13/10/2020,12,51.23,79.1,60.0,438.3019,11.9,63.95
26604,13/10/2020,13,62.04,71.01,63.95,573.1093,11.9,57.8
26605,13/10/2020,14,62.04,68.1,57.8,269.6058,11.9,74.17
26606,13/10/2020,15,59.4,71.52,74.17,960.9105,11.9,76.32
26607,13/10/2020,16,59.4,68.31,76.32,1318.9501,11.9,74.0
26608,13/10/2020,17,55.0,63.66,74.0,766.0896,11.9,74.0
26609,13/10/2020,18,55.0,56.53,74.0,675.3635,11.9,74.0
26610,13/10/2020,19,47.69,63.34,74.0,576.263,11.9,65.5
26611,13/10/2020,20,47.69,54.14,65.5,187.2384,11.9,70.0
26612,13/10/2020,21,43.0,50.58,70.0,400.7156,11.9,74.0
26613,13/10/2020,22,43.0,42.8,74.0,405.0003,11.9,65.5
26614,13/10/2020,23,39.47,40.04,65.5,372.1798,11.9,35.08354
26615,13/10/2020,24,39.47,38.39,35.08354,135.9253,11.9,34.03468
26616,13/10/2020,25,37.79,43.71,34.03468,136.6668,11.9,33.4546
26617,13/10/2020,26,37.79,38.67,33.4546,56.3276,11.9,43.78
26618,13/10/2020,27,38.28,37.4,43.78,292.0948,11.9,44.78
26619,13/10/2020,28,38.28,38.65,44.78,416.6406,11.9,43.62
26620,13/10/2020,29,40.41,43.26,43.62,474.9055,11.9,41.58
26621,13/10/2020,30,40.41,50.59,41.58,163.2411,11.9,44.81
26622,13/10/2020,31,47.11,43.08,44.81,341.3674,11.9,44.7
26623,13/10/2020,32,47.11,57.24,44.7,221.1976,11.9,53.54
26624,13/10/2020,33,52.3,64.53,53.54,152.7811,11.9,56.93
26625,13/10/2020,34,52.3,67.52,56.93,355.1942,11.9,73.5
26626,13/10/2020,35,67.14,61.76,73.5,194.9967,11.9,73.5
26627,13/10/2020,36,67.14,43.54,73.5,241.1403,11.9,82.0
26628,13/10/2020,37,59.96,46.09,82.0,543.1658,11.9,82.0
26629,13/10/2020,38,59.96,39.41,82.0,603.8447,11.9,73.5
26630,13/10/2020,39,45.84,38.16,73.5,46.8126,11.9,28.0
26631,13/10/2020,40,45.84,34.22,28.0,-26.4275,11.9,73.5
26632,13/10/2020,41,44.42,34.5,73.5,284.5051,11.9,28.0
26633,13/10/2020,42,44.42,24.93,28.0,-68.8979,11.9,46.71975
26634,13/10/2020,43,36.92,6.7,46.71975,16.4169,11.9,27.09
26635,13/10/2020,44,36.92,14.99,27.09,-427.991,11.9,2.5
26636,13/10/2020,45,36.95,33.44,2.5,-751.3165,11.9,2.2
26637,13/10/2020,46,36.95,34.66,2.2,-908.7864,11.9,1.0
26638,13/10/2020,47,30.44,34.95,1.0,-772.4852,11.9,8.77
26639,13/10/2020,48,30.44,39.79,8.77,-583.6988,11.9,54.0
26640,14/10/2020,1,33.19,34.96,54.0,75.4663,11.8,54.0
26641,14/10/2020,2,33.19,29.63,54.0,138.5294,11.8,28.69013
26642,14/10/2020,3,36.07,33.65,28.69013,-155.4366,11.8,53.0
26643,14/10/2020,4,36.07,31.84,53.0,37.9336,11.8,53.0
26644,14/10/2020,5,30.55,33.48,53.0,39.1664,11.8,25.52
26645,14/10/2020,6,30.55,34.27,25.52,-150.1,11.8,31.99
26646,14/10/2020,7,32.06,34.83,31.99,-86.3224,11.8,31.34
26647,14/10/2020,8,32.06,36.24,31.34,-68.6091,11.8,28.34
26648,14/10/2020,9,38.1,45.67,28.34,-111.4721,11.8,28.34
26649,14/10/2020,10,38.1,33.27,28.34,-83.6666,11.8,33.93
26650,14/10/2020,11,46.05,23.05,33.93,-137.9325,11.8,32.23
26651,14/10/2020,12,46.05,48.28,32.23,-180.4922,11.8,54.0
26652,14/10/2020,13,51.72,65.64,54.0,172.0344,11.8,54.0
26653,14/10/2020,14,51.72,66.73,54.0,30.6159,11.8,27.96
26654,14/10/2020,15,57.85,54.87,27.96,-191.0121,11.8,66.5
26655,14/10/2020,16,57.85,47.9,66.5,167.72,11.8,69.0
26656,14/10/2020,17,51.84,46.34,69.0,464.3432,11.8,66.5
26657,14/10/2020,18,51.84,43.51,66.5,309.6445,11.8,28.11
26658,14/10/2020,19,47.31,62.13,28.11,-40.0502,11.8,28.12
26659,14/10/2020,20,47.31,55.01,28.12,-19.8556,11.8,64.49
26660,14/10/2020,21,44.34,54.61,64.49,325.4516,11.8,57.5
26661,14/10/2020,22,44.34,58.7,57.5,245.4615,11.8,64.49
26662,14/10/2020,23,41.75,62.58,64.49,555.6373,11.8,64.49
26663,14/10/2020,24,41.75,60.2,64.49,626.2164,11.8,64.49
26664,14/10/2020,25,38.23,48.38,64.49,715.3685,11.8,64.49
26665,14/10/2020,26,38.23,45.58,64.49,677.3217,11.8,57.5
26666,14/10/2020,27,38.43,49.75,57.5,257.8343,11.8,57.5
26667,14/10/2020,28,38.43,56.52,57.5,157.6811,11.8,57.2
26668,14/10/2020,29,39.05,60.48,57.2,79.0703,11.8,64.4
26669,14/10/2020,30,39.05,72.01,64.4,251.7339,11.8,29.17
26670,14/10/2020,31,43.0,67.85,29.17,-34.1433,11.8,71.63
26671,14/10/2020,32,43.0,83.81,71.63,340.9314,11.8,71.63
26672,14/10/2020,33,55.01,87.69,71.63,129.7841,11.8,95.73
26673,14/10/2020,34,55.01,76.63,95.73,457.7233,11.8,95.73
26674,14/10/2020,35,74.59,73.94,95.73,222.0998,11.8,95.73
26675,14/10/2020,36,74.59,52.11,95.73,135.4113,11.8,29.51
26676,14/10/2020,37,59.91,47.47,29.51,-131.5015,11.8,81.03
26677,14/10/2020,38,59.91,36.12,81.03,43.4928,11.8,84.73
26678,14/10/2020,39,45.0,36.0,84.73,64.3399,11.8,73.23
26679,14/10/2020,40,45.0,38.57,73.23,50.8463,11.8,29.51
26680,14/10/2020,41,44.91,32.35,29.51,-203.281,11.8,29.51
26681,14/10/2020,42,44.91,30.56,29.51,-377.1945,11.8,29.5
26682,14/10/2020,43,39.38,20.22,29.5,-418.8744,11.8,29.63
26683,14/10/2020,44,39.38,15.37,29.63,-125.1106,11.8,29.61
26684,14/10/2020,45,38.47,32.84,29.61,-132.7214,11.8,13.0
26685,14/10/2020,46,38.47,32.84,13.0,-541.2607,11.8,29.61
26686,14/10/2020,47,35.22,27.55,29.61,-261.4943,11.8,26.38
26687,14/10/2020,48,35.22,29.99,26.38,-123.4466,11.8,22.22
26688,15/10/2020,1,37.91,29.79,22.22,-179.7665,11.7,14.0
26689,15/10/2020,2,37.91,29.66,14.0,-171.0955,11.7,13.14
26690,15/10/2020,3,37.91,40.66,13.14,-264.9011,11.7,14.0
26691,15/10/2020,4,37.91,36.05,14.0,-159.2166,11.7,53.9
26692,15/10/2020,5,34.3,36.67,53.9,143.4665,11.7,53.5
26693,15/10/2020,6,34.3,39.21,53.5,174.933,11.7,53.0
26694,15/10/2020,7,34.14,46.87,53.0,169.5846,11.7,52.5
26695,15/10/2020,8,34.14,39.11,52.5,127.8856,11.7,52.9
26696,15/10/2020,9,40.34,47.88,52.9,149.613,11.7,53.0
26697,15/10/2020,10,40.34,37.76,53.0,244.1333,11.7,54.0
26698,15/10/2020,11,45.06,25.34,54.0,101.163,11.7,27.32
26699,15/10/2020,12,45.06,41.29,27.32,-78.3476,11.7,28.0
26700,15/10/2020,13,47.31,51.58,28.0,-2.9006,11.7,54.0
26701,15/10/2020,14,47.31,52.54,54.0,106.9978,11.7,29.25
26702,15/10/2020,15,53.7,42.73,29.25,-214.1875,11.7,53.0
26703,15/10/2020,16,53.7,38.25,53.0,206.5273,11.7,73.8
26704,15/10/2020,17,50.1,42.68,73.8,133.1537,11.7,67.71844
26705,15/10/2020,18,50.1,35.92,67.71844,23.319,11.7,73.8
26706,15/10/2020,19,47.09,21.04,73.8,115.7727,11.7,58.0
26707,15/10/2020,20,47.09,46.17,58.0,31.724,11.7,60.0
26708,15/10/2020,21,43.57,47.07,60.0,118.1765,11.7,13.0
26709,15/10/2020,22,43.57,40.22,13.0,-98.7365,11.7,13.0
26710,15/10/2020,23,42.89,34.64,13.0,-206.4602,11.7,60.0
26711,15/10/2020,24,42.89,46.73,60.0,78.3345,11.7,59.5
26712,15/10/2020,25,40.91,54.53,59.5,0.225,11.7,13.0
26713,15/10/2020,26,40.91,43.48,13.0,-110.3251,11.7,57.5
26714,15/10/2020,27,40.96,37.16,57.5,73.5633,11.7,57.5
26715,15/10/2020,28,40.96,46.57,57.5,321.3977,11.7,57.0
26716,15/10/2020,29,41.69,38.15,57.0,43.926,11.7,69.0
26717,15/10/2020,30,41.69,48.39,69.0,37.222,11.7,30.36
26718,15/10/2020,31,43.25,42.76,30.36,-76.5385,11.7,30.36
26719,15/10/2020,32,43.25,52.57,30.36,-29.3172,11.7,30.36
26720,15/10/2020,33,61.3,79.96,30.36,-386.9867,11.7,30.36
26721,15/10/2020,34,61.3,84.98,30.36,-525.3941,11.7,30.45
26722,15/10/2020,35,98.28,76.44,30.45,-427.3017,11.7,103.81
26723,15/10/2020,36,98.28,48.79,103.81,223.9195,11.7,103.81
26724,15/10/2020,37,73.26,43.1,103.81,254.9554,11.7,108.81
26725,15/10/2020,38,73.26,38.77,108.81,488.9251,11.7,102.31
